,x_eye,y_eye,pupil_radius,iris_radius,file_name
2577,59,27,5.0,18.0,f03_1490_0.1963_-0.0000
2578,67,27,6.0,17.0,f03_1491_0.1963_-0.1963
2579,74,28,5.0,16.0,f03_1492_0.1963_-0.3927
2580,45,35,4.0,17.0,f03_1497_-0.0000_0.3927
2581,51,34,3.0,16.0,f03_1498_-0.0000_0.1963
2582,59,35,6.0,18.0,f03_1499_-0.0000_-0.0000
2583,66,35,5.0,16.0,f03_1500_-0.0000_-0.1963
2584,73,35,5.0,16.0,f03_1501_-0.0000_-0.3927
2585,38,41,3.0,14.0,f03_1505_-0.1963_0.5890
2586,45,41,3.0,16.0,f03_1506_-0.1963_0.3927
2587,52,42,5.0,17.0,f03_1507_-0.1963_0.1963
2588,59,42,5.0,18.0,f03_1508_-0.1963_-0.0000
2589,66,42,5.0,16.0,f03_1509_-0.1963_-0.1963
2590,74,42,6.0,16.0,f03_1510_-0.1963_-0.3927
2591,38,47,3.0,14.0,f03_1514_-0.3927_0.5890
2592,44,48,3.0,15.0,f03_1515_-0.3927_0.3927
2593,52,49,5.0,18.0,f03_1516_-0.3927_0.1963
2594,59,49,5.0,17.0,f03_1517_-0.3927_-0.0000
2595,66,49,6.0,17.0,f03_1518_-0.3927_-0.1963
2596,74,48,6.0,16.0,f03_1519_-0.3927_-0.3927
2597,62,47,5.0,15.0,f03_151_-0.5890_-0.3927
2598,38,52,2.0,14.0,f03_1523_-0.5890_0.5890
2599,68,45,6.0,13.0,f03_152_-0.5890_-0.5890
2600,42,28,2.0,14.0,f03_1568_0.1963_0.5890
2601,48,28,3.0,15.0,f03_1569_0.1963_0.3927
2602,56,27,5.0,17.0,f03_1570_0.1963_0.1963
2603,63,27,5.0,17.0,f03_1571_0.1963_-0.0000
2604,70,28,5.0,17.0,f03_1572_0.1963_-0.1963
2605,42,35,3.0,14.0,f03_1577_-0.0000_0.5890
2606,49,34,3.0,17.0,f03_1578_-0.0000_0.3927
2607,55,35,4.0,16.0,f03_1579_-0.0000_0.1963
2608,63,35,4.0,17.0,f03_1580_-0.0000_-0.0000
2609,70,34,5.0,16.0,f03_1581_-0.0000_-0.1963
2610,42,41,2.0,14.0,f03_1586_-0.1963_0.5890
2611,48,41,3.0,15.0,f03_1587_-0.1963_0.3927
2612,56,42,5.0,18.0,f03_1588_-0.1963_0.1963
2613,63,42,6.0,19.0,f03_1589_-0.1963_-0.0000
2614,70,42,4.0,16.0,f03_1590_-0.1963_-0.1963
2615,42,46,3.0,15.0,f03_1595_-0.3927_0.5890
2616,48,48,4.0,15.0,f03_1596_-0.3927_0.3927
2617,56,49,4.0,18.0,f03_1597_-0.3927_0.1963
2618,63,49,5.0,18.0,f03_1598_-0.3927_-0.0000
2619,48,54,3.0,15.0,f03_1605_-0.5890_0.3927
2620,41,24,2.0,12.0,f03_1639_0.3927_0.7854
2621,46,22,2.0,14.0,f03_1640_0.3927_0.5890
2622,40,29,1.0,11.0,f03_1648_0.1963_0.7854
2623,46,28,3.0,14.0,f03_1649_0.1963_0.5890
2624,52,28,4.0,15.0,f03_1650_0.1963_0.3927
2625,59,27,4.0,16.0,f03_1651_0.1963_0.1963
2626,67,27,5.0,17.0,f03_1652_0.1963_-0.0000
2627,41,34,3.0,12.0,f03_1657_-0.0000_0.7854
2628,46,35,3.0,14.0,f03_1658_-0.0000_0.5890
2629,52,35,3.0,15.0,f03_1659_-0.0000_0.3927
2630,59,35,3.0,17.0,f03_1660_-0.0000_0.1963
2631,67,35,5.0,18.0,f03_1661_-0.0000_-0.0000
2632,74,35,6.0,17.0,f03_1662_-0.0000_-0.1963
2633,41,39,3.0,12.0,f03_1666_-0.1963_0.7854
2634,46,41,2.0,14.0,f03_1667_-0.1963_0.5890
2635,52,41,3.0,15.0,f03_1668_-0.1963_0.3927
2636,59,42,5.0,16.0,f03_1669_-0.1963_0.1963
2637,67,42,6.0,18.0,f03_1670_-0.1963_-0.0000
2638,74,42,5.0,16.0,f03_1671_-0.1963_-0.1963
2639,40,45,2.0,11.0,f03_1675_-0.3927_0.7854
2640,46,47,3.0,14.0,f03_1676_-0.3927_0.5890
2641,52,48,3.0,16.0,f03_1677_-0.3927_0.3927
2642,59,49,5.0,16.0,f03_1678_-0.3927_0.1963
2643,67,49,5.0,17.0,f03_1679_-0.3927_-0.0000
2644,46,52,2.0,14.0,f03_1685_-0.5890_0.5890
2645,52,54,3.0,15.0,f03_1686_-0.5890_0.3927
2646,70,23,5.0,12.0,f03_1719_0.5890_-0.7854
2647,52,24,6.0,17.0,f03_1725_0.3927_-0.1963
2648,59,25,6.0,15.0,f03_1726_0.3927_-0.3927
2649,65,26,6.0,13.0,f03_1727_0.3927_-0.5890
2650,70,28,5.0,12.0,f03_1728_0.3927_-0.7854
2651,44,31,5.0,17.0,f03_1733_0.1963_-0.0000
2652,52,31,5.0,17.0,f03_1734_0.1963_-0.1963
2653,59,32,6.0,16.0,f03_1735_0.1963_-0.3927
2654,65,33,6.0,14.0,f03_1736_0.1963_-0.5890
2655,71,33,5.0,11.0,f03_1737_0.1963_-0.7854
2656,44,39,5.0,17.0,f03_1742_-0.0000_-0.0000
2657,52,39,6.0,17.0,f03_1743_-0.0000_-0.1963
2658,59,39,5.0,16.0,f03_1744_-0.0000_-0.3927
2659,65,38,5.0,13.0,f03_1745_-0.0000_-0.5890
2660,70,39,4.0,11.0,f03_1746_-0.0000_-0.7854
2661,44,46,5.0,16.0,f03_1751_-0.1963_-0.0000
2662,52,46,5.0,17.0,f03_1752_-0.1963_-0.1963
2663,59,45,6.0,15.0,f03_1753_-0.1963_-0.3927
2664,65,45,6.0,14.0,f03_1754_-0.1963_-0.5890
2665,70,44,5.0,11.0,f03_1755_-0.1963_-0.7854
2666,52,53,6.0,17.0,f03_1761_-0.3927_-0.1963
2667,59,52,5.0,16.0,f03_1762_-0.3927_-0.3927
2668,65,51,5.0,14.0,f03_1763_-0.3927_-0.5890
2669,70,49,3.0,11.0,f03_1764_-0.3927_-0.7854
2670,70,53,5.0,11.0,f03_1773_-0.5890_-0.7854
2671,48,24,4.0,17.0,f03_1805_0.3927_-0.0000
2672,55,24,6.0,17.0,f03_1806_0.3927_-0.1963
2673,62,25,5.0,15.0,f03_1807_0.3927_-0.3927
2674,68,26,5.0,13.0,f03_1808_0.3927_-0.5890
2675,40,31,4.0,16.0,f03_1813_0.1963_0.1963
2676,48,31,5.0,17.0,f03_1814_0.1963_-0.0000
2677,55,31,6.0,17.0,f03_1815_0.1963_-0.1963
2678,62,32,5.0,16.0,f03_1816_0.1963_-0.3927
2679,68,32,5.0,13.0,f03_1817_0.1963_-0.5890
2680,40,38,5.0,16.0,f03_1822_-0.0000_0.1963
2681,48,38,6.0,17.0,f03_1823_-0.0000_-0.0000
2682,55,38,6.0,17.0,f03_1824_-0.0000_-0.1963
2683,62,38,4.0,15.0,f03_1825_-0.0000_-0.3927
2684,68,39,5.0,14.0,f03_1826_-0.0000_-0.5890
2685,40,46,3.0,17.0,f03_1831_-0.1963_0.1963
2686,48,46,5.0,17.0,f03_1832_-0.1963_-0.0000
2687,55,46,5.0,16.0,f03_1833_-0.1963_-0.1963
2688,62,45,5.0,15.0,f03_1834_-0.1963_-0.3927
2689,68,44,5.0,13.0,f03_1835_-0.1963_-0.5890
2690,55,53,6.0,16.0,f03_1842_-0.3927_-0.1963
2691,62,52,5.0,16.0,f03_1843_-0.3927_-0.3927
2692,68,51,5.0,14.0,f03_1844_-0.3927_-0.5890
2693,44,24,4.0,18.0,f03_1885_0.3927_0.1963
2694,51,24,5.0,17.0,f03_1886_0.3927_-0.0000
2695,59,24,5.0,17.0,f03_1887_0.3927_-0.1963
2696,66,25,6.0,16.0,f03_1888_0.3927_-0.3927
2697,72,26,4.0,13.0,f03_1889_0.3927_-0.5890
2698,44,31,4.0,17.0,f03_1894_0.1963_0.1963
2699,51,31,4.0,16.0,f03_1895_0.1963_-0.0000
2700,59,31,6.0,16.0,f03_1896_0.1963_-0.1963
2701,66,31,5.0,16.0,f03_1897_0.1963_-0.3927
2702,72,33,5.0,14.0,f03_1898_0.1963_-0.5890
2703,37,38,4.0,16.0,f03_1902_-0.0000_0.3927
2704,44,38,5.0,17.0,f03_1903_-0.0000_0.1963
2705,51,39,4.0,17.0,f03_1904_-0.0000_-0.0000
2706,59,38,5.0,17.0,f03_1905_-0.0000_-0.1963
2707,66,38,6.0,15.0,f03_1906_-0.0000_-0.3927
2708,72,38,5.0,13.0,f03_1907_-0.0000_-0.5890
2709,37,45,5.0,16.0,f03_1911_-0.1963_0.3927
2710,44,46,5.0,17.0,f03_1912_-0.1963_0.1963
2711,51,46,5.0,17.0,f03_1913_-0.1963_-0.0000
2712,59,46,6.0,16.0,f03_1914_-0.1963_-0.1963
2713,66,45,6.0,16.0,f03_1915_-0.1963_-0.3927
2714,72,45,4.0,14.0,f03_1916_-0.1963_-0.5890
2715,44,53,4.0,17.0,f03_1921_-0.3927_0.1963
2716,51,53,5.0,17.0,f03_1922_-0.3927_-0.0000
2717,59,53,6.0,16.0,f03_1923_-0.3927_-0.1963
2718,66,52,6.0,16.0,f03_1924_-0.3927_-0.3927
2719,73,51,5.0,14.0,f03_1925_-0.3927_-0.5890
2720,41,25,5.0,17.0,f03_1965_0.3927_0.3927
2721,48,24,4.0,17.0,f03_1966_0.3927_0.1963
2722,55,24,5.0,17.0,f03_1967_0.3927_-0.0000
2723,63,24,6.0,18.0,f03_1968_0.3927_-0.1963
2724,70,25,6.0,16.0,f03_1969_0.3927_-0.3927
2725,40,32,3.0,15.0,f03_1974_0.1963_0.3927
2726,47,31,4.0,16.0,f03_1975_0.1963_0.1963
2727,55,31,5.0,17.0,f03_1976_0.1963_-0.0000
2728,62,31,4.0,16.0,f03_1977_0.1963_-0.1963
2729,70,31,6.0,16.0,f03_1978_0.1963_-0.3927
2730,40,39,3.0,15.0,f03_1983_-0.0000_0.3927
2731,48,39,6.0,18.0,f03_1984_-0.0000_0.1963
2732,55,38,4.0,17.0,f03_1985_-0.0000_-0.0000
2733,62,38,4.0,16.0,f03_1986_-0.0000_-0.1963
2734,70,38,7.0,16.0,f03_1987_-0.0000_-0.3927
2735,41,45,4.0,16.0,f03_1992_-0.1963_0.3927
2736,48,46,5.0,18.0,f03_1993_-0.1963_0.1963
2737,55,46,7.0,17.0,f03_1994_-0.1963_-0.0000
2738,63,46,6.0,17.0,f03_1995_-0.1963_-0.1963
2739,69,45,5.0,16.0,f03_1996_-0.1963_-0.3927
2740,41,52,3.0,16.0,f03_2001_-0.3927_0.3927
2741,48,53,5.0,18.0,f03_2002_-0.3927_0.1963
2742,55,53,6.0,16.0,f03_2003_-0.3927_-0.0000
2743,63,53,5.0,17.0,f03_2004_-0.3927_-0.1963
2744,70,52,6.0,16.0,f03_2005_-0.3927_-0.3927
2745,51,28,4.0,17.0,f03_203_-0.0000_-0.0000
2746,44,25,4.0,15.0,f03_2046_0.3927_0.3927
2747,52,24,5.0,17.0,f03_2047_0.3927_0.1963
2748,59,24,5.0,17.0,f03_2048_0.3927_-0.0000
2749,66,24,5.0,16.0,f03_2049_0.3927_-0.1963
2750,59,28,5.0,18.0,f03_204_-0.0000_-0.1963
2751,38,32,3.0,14.0,f03_2054_0.1963_0.5890
2752,45,32,4.0,16.0,f03_2055_0.1963_0.3927
2753,51,31,3.0,16.0,f03_2056_0.1963_0.1963
2754,59,31,5.0,17.0,f03_2057_0.1963_-0.0000
2755,67,31,6.0,18.0,f03_2058_0.1963_-0.1963
2756,74,32,6.0,16.0,f03_2059_0.1963_-0.3927
2757,66,27,6.0,16.0,f03_205_-0.0000_-0.3927
2758,38,38,2.0,14.0,f03_2063_-0.0000_0.5890
2759,45,39,4.0,17.0,f03_2064_-0.0000_0.3927
2760,52,39,4.0,18.0,f03_2065_-0.0000_0.1963
2761,59,39,5.0,18.0,f03_2066_-0.0000_-0.0000
2762,66,39,5.0,16.0,f03_2067_-0.0000_-0.1963
2763,73,39,5.0,16.0,f03_2068_-0.0000_-0.3927
2764,72,27,5.0,13.0,f03_206_-0.0000_-0.5890
2765,38,44,2.0,14.0,f03_2072_-0.1963_0.5890
2766,45,45,4.0,16.0,f03_2073_-0.1963_0.3927
2767,51,46,3.0,16.0,f03_2074_-0.1963_0.1963
2768,59,46,5.0,18.0,f03_2075_-0.1963_-0.0000
2769,66,46,5.0,16.0,f03_2076_-0.1963_-0.1963
2770,74,45,5.0,16.0,f03_2077_-0.1963_-0.3927
2771,38,50,3.0,14.0,f03_2081_-0.3927_0.5890
2772,45,52,4.0,17.0,f03_2082_-0.3927_0.3927
2773,52,53,5.0,17.0,f03_2083_-0.3927_0.1963
2774,59,53,5.0,18.0,f03_2084_-0.3927_-0.0000
2775,66,53,5.0,17.0,f03_2085_-0.3927_-0.1963
2776,74,52,6.0,16.0,f03_2086_-0.3927_-0.3927
2777,44,35,4.0,17.0,f03_211_-0.1963_0.1963
2778,42,26,3.0,14.0,f03_2126_0.3927_0.5890
2779,48,25,5.0,15.0,f03_2127_0.3927_0.3927
2780,56,24,4.0,17.0,f03_2128_0.3927_0.1963
2781,63,24,4.0,18.0,f03_2129_0.3927_-0.0000
2782,51,35,4.0,17.0,f03_212_-0.1963_-0.0000
2783,70,25,5.0,17.0,f03_2130_0.3927_-0.1963
2784,42,33,2.0,14.0,f03_2135_0.1963_0.5890
2785,49,31,4.0,16.0,f03_2136_0.1963_0.3927
2786,56,31,5.0,18.0,f03_2137_0.1963_0.1963
2787,63,31,5.0,18.0,f03_2138_0.1963_-0.0000
2788,70,31,5.0,17.0,f03_2139_0.1963_-0.1963
2789,59,35,7.0,16.0,f03_213_-0.1963_-0.1963
2790,42,38,4.0,14.0,f03_2144_-0.0000_0.5890
2791,49,39,4.0,17.0,f03_2145_-0.0000_0.3927
2792,55,38,3.0,16.0,f03_2146_-0.0000_0.1963
2793,63,38,5.0,18.0,f03_2147_-0.0000_-0.0000
2794,70,39,6.0,17.0,f03_2148_-0.0000_-0.1963
2795,66,34,7.0,17.0,f03_214_-0.1963_-0.3927
2796,42,45,3.0,14.0,f03_2153_-0.1963_0.5890
2797,48,45,2.0,15.0,f03_2154_-0.1963_0.3927
2798,56,46,5.0,17.0,f03_2155_-0.1963_0.1963
2799,63,46,5.0,17.0,f03_2156_-0.1963_-0.0000
2800,70,46,5.0,17.0,f03_2157_-0.1963_-0.1963
2801,72,33,5.0,13.0,f03_215_-0.1963_-0.5890
2802,42,51,2.0,14.0,f03_2162_-0.3927_0.5890
2803,49,52,4.0,16.0,f03_2163_-0.3927_0.3927
2804,56,53,5.0,17.0,f03_2164_-0.3927_0.1963
2805,63,53,5.0,18.0,f03_2165_-0.3927_-0.0000
2806,70,53,5.0,16.0,f03_2166_-0.3927_-0.1963
2807,41,24,2.0,12.0,f03_2197_0.5890_0.7854
2808,37,41,4.0,17.0,f03_219_-0.3927_0.3927
2809,40,28,2.0,11.0,f03_2206_0.3927_0.7854
2810,46,26,2.0,14.0,f03_2207_0.3927_0.5890
2811,53,25,4.0,16.0,f03_2208_0.3927_0.3927
2812,59,24,3.0,16.0,f03_2209_0.3927_0.1963
2813,44,42,4.0,17.0,f03_220_-0.3927_0.1963
2814,67,24,5.0,17.0,f03_2210_0.3927_-0.0000
2815,40,33,2.0,11.0,f03_2215_0.1963_0.7854
2816,46,32,3.0,14.0,f03_2216_0.1963_0.5890
2817,52,32,3.0,16.0,f03_2217_0.1963_0.3927
2818,59,31,4.0,16.0,f03_2218_0.1963_0.1963
2819,67,31,6.0,17.0,f03_2219_0.1963_-0.0000
2820,51,42,4.0,16.0,f03_221_-0.3927_-0.0000
2821,41,39,2.0,13.0,f03_2224_-0.0000_0.7854
2822,46,38,3.0,14.0,f03_2225_-0.0000_0.5890
2823,52,38,4.0,15.0,f03_2226_-0.0000_0.3927
2824,59,38,4.0,16.0,f03_2227_-0.0000_0.1963
2825,67,39,6.0,18.0,f03_2228_-0.0000_-0.0000
2826,74,39,6.0,16.0,f03_2229_-0.0000_-0.1963
2827,59,42,6.0,17.0,f03_222_-0.3927_-0.1963
2828,41,43,3.0,12.0,f03_2233_-0.1963_0.7854
2829,46,45,2.0,14.0,f03_2234_-0.1963_0.5890
2830,52,45,4.0,16.0,f03_2235_-0.1963_0.3927
2831,59,46,3.0,16.0,f03_2236_-0.1963_0.1963
2832,67,46,6.0,17.0,f03_2237_-0.1963_-0.0000
2833,66,41,6.0,15.0,f03_223_-0.3927_-0.3927
2834,41,49,2.0,12.0,f03_2242_-0.3927_0.7854
2835,46,51,3.0,14.0,f03_2243_-0.3927_0.5890
2836,53,52,4.0,17.0,f03_2244_-0.3927_0.3927
2837,59,53,4.0,17.0,f03_2245_-0.3927_0.1963
2838,67,53,6.0,17.0,f03_2246_-0.3927_-0.0000
2839,41,53,1.0,12.0,f03_2251_-0.5890_0.7854
2840,58,22,5.0,15.0,f03_2284_0.5890_-0.3927
2841,65,24,5.0,13.0,f03_2285_0.5890_-0.5890
2842,70,27,5.0,11.0,f03_2286_0.5890_-0.7854
2843,37,47,4.0,16.0,f03_228_-0.5890_0.3927
2844,44,27,4.0,18.0,f03_2291_0.3927_-0.0000
2845,52,28,6.0,18.0,f03_2292_0.3927_-0.1963
2846,59,28,6.0,16.0,f03_2293_0.3927_-0.3927
2847,65,30,5.0,13.0,f03_2294_0.3927_-0.5890
2848,70,32,5.0,11.0,f03_2295_0.3927_-0.7854
2849,37,34,5.0,17.0,f03_2299_0.1963_0.1963
2850,45,34,6.0,18.0,f03_2300_0.1963_-0.0000
2851,52,35,6.0,17.0,f03_2301_0.1963_-0.1963
2852,59,35,6.0,15.0,f03_2302_0.1963_-0.3927
2853,65,36,6.0,13.0,f03_2303_0.1963_-0.5890
2854,70,37,5.0,11.0,f03_2304_0.1963_-0.7854
2855,37,42,5.0,17.0,f03_2308_-0.0000_0.1963
2856,44,42,5.0,17.0,f03_2309_-0.0000_-0.0000
2857,51,49,5.0,17.0,f03_230_-0.5890_-0.0000
2858,52,42,6.0,17.0,f03_2310_-0.0000_-0.1963
2859,59,42,6.0,16.0,f03_2311_-0.0000_-0.3927
2860,65,42,5.0,14.0,f03_2312_-0.0000_-0.5890
2861,70,42,4.0,11.0,f03_2313_-0.0000_-0.7854
2862,44,49,5.0,16.0,f03_2318_-0.1963_-0.0000
2863,52,49,6.0,17.0,f03_2319_-0.1963_-0.1963
2864,59,48,5.0,17.0,f03_231_-0.5890_-0.1963
2865,59,49,6.0,16.0,f03_2320_-0.1963_-0.3927
2866,65,48,5.0,13.0,f03_2321_-0.1963_-0.5890
2867,70,47,5.0,11.0,f03_2322_-0.1963_-0.7854
2868,66,47,5.0,15.0,f03_232_-0.5890_-0.3927
2869,65,54,6.0,14.0,f03_2330_-0.3927_-0.5890
2870,70,52,5.0,12.0,f03_2331_-0.3927_-0.7854
2871,72,44,5.0,13.0,f03_233_-0.5890_-0.5890
2872,62,23,5.0,16.0,f03_2365_0.5890_-0.3927
2873,68,25,4.0,13.0,f03_2366_0.5890_-0.5890
2874,40,28,4.0,17.0,f03_2371_0.3927_0.1963
2875,48,27,5.0,18.0,f03_2372_0.3927_-0.0000
2876,55,28,6.0,16.0,f03_2373_0.3927_-0.1963
2877,62,29,5.0,16.0,f03_2374_0.3927_-0.3927
2878,68,30,5.0,14.0,f03_2375_0.3927_-0.5890
2879,41,35,5.0,18.0,f03_2380_0.1963_0.1963
2880,48,35,6.0,17.0,f03_2381_0.1963_-0.0000
2881,55,35,6.0,17.0,f03_2382_0.1963_-0.1963
2882,62,35,5.0,17.0,f03_2383_0.1963_-0.3927
2883,68,36,4.0,13.0,f03_2384_0.1963_-0.5890
2884,40,42,4.0,17.0,f03_2389_-0.0000_0.1963
2885,48,42,6.0,18.0,f03_2390_-0.0000_-0.0000
2886,55,42,5.0,17.0,f03_2391_-0.0000_-0.1963
2887,62,42,5.0,16.0,f03_2392_-0.0000_-0.3927
2888,68,42,5.0,13.0,f03_2393_-0.0000_-0.5890
2889,40,49,4.0,17.0,f03_2398_-0.1963_0.1963
2890,48,49,5.0,18.0,f03_2399_-0.1963_-0.0000
2891,55,49,6.0,16.0,f03_2400_-0.1963_-0.1963
2892,62,49,5.0,16.0,f03_2401_-0.1963_-0.3927
2893,68,48,5.0,13.0,f03_2402_-0.1963_-0.5890
2894,68,54,5.0,13.0,f03_2411_-0.3927_-0.5890
2895,66,23,6.0,15.0,f03_2446_0.5890_-0.3927
2896,72,25,5.0,14.0,f03_2447_0.5890_-0.5890
2897,44,28,4.0,16.0,f03_2452_0.3927_0.1963
2898,51,28,4.0,17.0,f03_2453_0.3927_-0.0000
2899,59,28,5.0,17.0,f03_2454_0.3927_-0.1963
2900,65,29,5.0,16.0,f03_2455_0.3927_-0.3927
2901,72,30,5.0,13.0,f03_2456_0.3927_-0.5890
2902,37,35,3.0,16.0,f03_2460_0.1963_0.3927
2903,44,35,4.0,17.0,f03_2461_0.1963_0.1963
2904,51,35,5.0,16.0,f03_2462_0.1963_-0.0000
2905,59,35,6.0,17.0,f03_2463_0.1963_-0.1963
2906,66,36,4.0,15.0,f03_2464_0.1963_-0.3927
2907,72,36,5.0,14.0,f03_2465_0.1963_-0.5890
2908,37,42,3.0,16.0,f03_2469_-0.0000_0.3927
2909,44,42,5.0,17.0,f03_2470_-0.0000_0.1963
2910,51,42,4.0,17.0,f03_2471_-0.0000_-0.0000
2911,59,42,6.0,17.0,f03_2472_-0.0000_-0.1963
2912,66,42,5.0,15.0,f03_2473_-0.0000_-0.3927
2913,72,42,5.0,13.0,f03_2474_-0.0000_-0.5890
2914,37,49,3.0,16.0,f03_2478_-0.1963_0.3927
2915,44,49,5.0,17.0,f03_2479_-0.1963_0.1963
2916,51,50,5.0,17.0,f03_2480_-0.1963_-0.0000
2917,59,49,5.0,17.0,f03_2481_-0.1963_-0.1963
2918,66,49,5.0,16.0,f03_2482_-0.1963_-0.3927
2919,72,48,5.0,14.0,f03_2483_-0.1963_-0.5890
2920,72,54,5.0,14.0,f03_2492_-0.3927_-0.5890
2921,70,23,5.0,16.0,f03_2527_0.5890_-0.3927
2922,41,29,4.0,16.0,f03_2532_0.3927_0.3927
2923,48,28,4.0,17.0,f03_2533_0.3927_0.1963
2924,55,28,5.0,18.0,f03_2534_0.3927_-0.0000
2925,62,28,5.0,16.0,f03_2535_0.3927_-0.1963
2926,70,29,6.0,15.0,f03_2536_0.3927_-0.3927
2927,41,36,4.0,16.0,f03_2541_0.1963_0.3927
2928,48,35,4.0,18.0,f03_2542_0.1963_0.1963
2929,55,35,5.0,17.0,f03_2543_0.1963_-0.0000
2930,63,35,6.0,17.0,f03_2544_0.1963_-0.1963
2931,70,36,5.0,15.0,f03_2545_0.1963_-0.3927
2932,41,42,5.0,16.0,f03_2550_-0.0000_0.3927
2933,48,42,5.0,17.0,f03_2551_-0.0000_0.1963
2934,55,42,5.0,17.0,f03_2552_-0.0000_-0.0000
2935,63,42,5.0,18.0,f03_2553_-0.0000_-0.1963
2936,70,42,5.0,16.0,f03_2554_-0.0000_-0.3927
2937,41,49,5.0,17.0,f03_2559_-0.1963_0.3927
2938,48,49,5.0,17.0,f03_2560_-0.1963_0.1963
2939,55,50,6.0,17.0,f03_2561_-0.1963_-0.0000
2940,62,50,4.0,16.0,f03_2562_-0.1963_-0.1963
2941,69,49,4.0,16.0,f03_2563_-0.1963_-0.3927
2942,45,23,5.0,17.0,f03_2604_0.5890_0.3927
2943,38,30,3.0,14.0,f03_2612_0.3927_0.5890
2944,45,29,4.0,16.0,f03_2613_0.3927_0.3927
2945,52,28,5.0,17.0,f03_2614_0.3927_0.1963
2946,59,28,4.0,17.0,f03_2615_0.3927_-0.0000
2947,66,28,6.0,16.0,f03_2616_0.3927_-0.1963
2948,74,29,6.0,16.0,f03_2617_0.3927_-0.3927
2949,38,36,4.0,14.0,f03_2621_0.1963_0.5890
2950,45,35,4.0,16.0,f03_2622_0.1963_0.3927
2951,51,35,4.0,16.0,f03_2623_0.1963_0.1963
2952,59,35,5.0,17.0,f03_2624_0.1963_-0.0000
2953,66,35,5.0,17.0,f03_2625_0.1963_-0.1963
2954,74,35,6.0,16.0,f03_2626_0.1963_-0.3927
2955,38,42,3.0,14.0,f03_2630_-0.0000_0.5890
2956,45,42,4.0,16.0,f03_2631_-0.0000_0.3927
2957,51,43,5.0,16.0,f03_2632_-0.0000_0.1963
2958,59,42,4.0,17.0,f03_2633_-0.0000_-0.0000
2959,66,42,4.0,16.0,f03_2634_-0.0000_-0.1963
2960,74,42,7.0,16.0,f03_2635_-0.0000_-0.3927
2961,38,49,2.0,14.0,f03_2639_-0.1963_0.5890
2962,45,49,4.0,16.0,f03_2640_-0.1963_0.3927
2963,51,50,5.0,16.0,f03_2641_-0.1963_0.1963
2964,59,50,5.0,17.0,f03_2642_-0.1963_-0.0000
2965,66,50,5.0,17.0,f03_2643_-0.1963_-0.1963
2966,74,49,6.0,16.0,f03_2644_-0.1963_-0.3927
2967,42,25,2.0,14.0,f03_2684_0.5890_0.5890
2968,49,23,3.0,17.0,f03_2685_0.5890_0.3927
2969,42,31,3.0,14.0,f03_2693_0.3927_0.5890
2970,49,29,4.0,17.0,f03_2694_0.3927_0.3927
2971,56,28,5.0,17.0,f03_2695_0.3927_0.1963
2972,63,28,6.0,17.0,f03_2696_0.3927_-0.0000
2973,70,28,6.0,17.0,f03_2697_0.3927_-0.1963
2974,42,36,3.0,14.0,f03_2702_0.1963_0.5890
2975,48,36,2.0,15.0,f03_2703_0.1963_0.3927
2976,55,35,3.0,16.0,f03_2704_0.1963_0.1963
2977,63,35,5.0,17.0,f03_2705_0.1963_-0.0000
2978,70,35,5.0,17.0,f03_2706_0.1963_-0.1963
2979,42,42,3.0,14.0,f03_2711_-0.0000_0.5890
2980,49,42,4.0,16.0,f03_2712_-0.0000_0.3927
2981,55,42,2.0,16.0,f03_2713_-0.0000_0.1963
2982,63,42,5.0,18.0,f03_2714_-0.0000_-0.0000
2983,70,42,4.0,16.0,f03_2715_-0.0000_-0.1963
2984,42,49,2.0,14.0,f03_2720_-0.1963_0.5890
2985,48,49,3.0,15.0,f03_2721_-0.1963_0.3927
2986,56,50,5.0,17.0,f03_2722_-0.1963_0.1963
2987,63,50,5.0,18.0,f03_2723_-0.1963_-0.0000
2988,70,50,5.0,16.0,f03_2724_-0.1963_-0.1963
2989,42,54,4.0,14.0,f03_2729_-0.3927_0.5890
2990,41,28,2.0,13.0,f03_2764_0.5890_0.7854
2991,46,25,3.0,14.0,f03_2765_0.5890_0.5890
2992,52,23,3.0,15.0,f03_2766_0.5890_0.3927
2993,40,32,1.0,11.0,f03_2773_0.3927_0.7854
2994,46,31,2.0,14.0,f03_2774_0.3927_0.5890
2995,52,29,3.0,15.0,f03_2775_0.3927_0.3927
2996,59,28,4.0,16.0,f03_2776_0.3927_0.1963
2997,67,28,5.0,18.0,f03_2777_0.3927_-0.0000
2998,41,37,2.0,12.0,f03_2782_0.1963_0.7854
2999,46,36,3.0,14.0,f03_2783_0.1963_0.5890
3000,52,35,3.0,15.0,f03_2784_0.1963_0.3927
3001,59,35,5.0,16.0,f03_2785_0.1963_0.1963
3002,66,35,4.0,16.0,f03_2786_0.1963_-0.0000
3003,74,35,5.0,17.0,f03_2787_0.1963_-0.1963
3004,40,42,1.0,11.0,f03_2791_-0.0000_0.7854
3005,46,42,3.0,14.0,f03_2792_-0.0000_0.5890
3006,52,42,3.0,15.0,f03_2793_-0.0000_0.3927
3007,59,42,5.0,16.0,f03_2794_-0.0000_0.1963
3008,67,42,5.0,18.0,f03_2795_-0.0000_-0.0000
3009,74,42,5.0,17.0,f03_2796_-0.0000_-0.1963
3010,41,48,2.0,12.0,f03_2800_-0.1963_0.7854
